SKU,Product SKU,StoreID,Product Name,Product Description,Category ID, Price ,MinimumQuantity,Weight,ProductSpecificAttribute,Volume Quantity And Price,Customize,No Of Lines,Logo,AdditionalAttributes,Vocabulary,WebCategory,WebCategory2,Web Category 1 ORIG,Sub-Web Category 1A ORIG,Sub-Web Category 1B ORIG,Sub-Web Category 1C ORIG,Web Category 2,Sub-Web Category 2,Ship Today,Top Seller,Meta Tag,Mix&MatchCode,dropship,Setup,Product Image,Alternate Image,Vendor Drop Ship,Street,City,State,Zipcode
P78834,P78834,2,Hitch Cover,Hitch Cover with Rotary Masterbrand ,Car Accessories,8.95,1,1.4,,"1||8.95,6||8.5,12||8.05,25||7.6,50||7.15",N,,N,N,rotary_products,Car Accessories,"Gifts for Rotarians,Travel",Car Accessories,,,,Gifts for Rotarians,Travel,,,,,FALSE,,P78834.jpg,,,,,,
D45281,D45281,2,Cube Writing Pad,"700 tear-off sheets with gold ""Service Above Self"" on one side and the 4-Way Test on the other.  3.5"" Cube.",4 Way Test & Object of Rotary,8.5,1,1.4,,"1||8.5,6||8.1,12||7.65,25||7.25,50||6.8",N,,N,N,rotary_products,4 Way Test & Object of Rotary,Greeting Cards & Stationery,4 Way Test & Object of Rotary,,,,Greeting Cards & Stationery,,,TRUE,,,FALSE,,D45281.JPG,,,,,,
P78090,P78090,2,Playing Cards ,"Gemtone bridge size playing cards with Rotary emblem, single deck",Gifts for Rotarians,8.5,1,0.2,,"1||8.5,6||8.1,12||7.65,25||7.25,50||6.8",N,,N,N,rotary_products,"Gifts for Rotarians,Fun",,Gifts for Rotarians,Fun,,,,,,,,,FALSE,,P78089.JPG,,,,,,
RO-921,RO-921,2,Past President Name Plate,"Past President name plate with twin attaching posts for use with Past President banner 2"" x 3.5""
Enter past president's name and years  - Includes free engraving",Awards & Plaques,8.5,1,0.1,,"1||8.5,3||8",Y,3,N,N,rotary_products,"Awards & Plaques,Perpetual Plaques & Banners",,Awards & Plaques,Perpetual Plaques & Banners,,,,,,,,,FALSE,,RO921.JPG,,,,,,
RO-934,RO-934,2,Paul Harris Fellow Name Plate,"Plastic name plate with twin attaching posts for use with Paul Harris banner  2"" x 3.5""
Enter Name(s) and date(s) of induction above Free engraving included
IMPORTANT- PLEASE SPECIFY ""PAUL HARRIS FELLOW"" or ""PAUL HARRIS SOCIETY"" ",Paul Harris Fellow ,8.5,1,0.1,,"1||8.5,3||8",Y,3,N,N,rotary_products,Paul Harris Fellow ,,Paul Harris Fellow ,,,,,,,,,,FALSE,,RO-934.JPG,,,,,,
A12067,A12067,2,Black Certificate Frame,Economical black plastic frame with attractive gold trim and clear acrylic cover.,Certificates & Holders,8.45,1,0.5,,1||8.45,N,,N,N,rotary_products,"Certificates & Holders,Frames & Holders",,Certificates & Holders,Frames & Holders,,,,,,,,,FALSE,,A12067.JPG,A12067L.jpg,,,,,
C34104,C34104,2,New Member Kit without 4-Way Test Coin,"An economical alternative. Present your new members with everything they need, organized in a beautifully embossed ""Welcome to Rotary"" folder.  Includes: Certificate of Membership, Glossy prints of the Four Way Test and Object of Rotary, New Member ribbon to attach to name badge, Window Decal, Gold Plated Member Lapel Pin & Wallet Card",Club Meeting Supplies,8.25,1,0.4,,"1||8.25,6||7.85,12||7.45,25||7,50||6.6",N,,N,N,rotary_products,"Club Meeting Supplies,New Member Supplies","Club Meeting Supplies,Administrative",Club Meeting Supplies,New Member Supplies,,,Club Meeting Supplies,Administrative,,TRUE,,,FALSE,,c34104_rev.jpg,,,,,,
J601,J601,2,Lapel Pin Holder,"Save your clothing from pin holes with our magnetic lapel pin ribbon.  Easily move pins from one outfit to another, by attaching them to the ribbon.",Lapel Pins,8,1,0.2,,1||8,N,,N,N,rotary_products,"Lapel Pins,Assorted Lapel Pins,Magnet Back",,Lapel Pins,Assorted Lapel Pins,Magnet Back,,,,,,,,FALSE,,J601.jpg,,,,,,
C3H3,C3H3,2,Embossed Stickers ,"Gold foil, Service Above Self stickers 1-1/2"" diameter - Roll of 100","Stickers, Decals & Patches",7.95,1,0.2,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Stickers, Decals & Patches",,"Stickers, Decals & Patches",,,,,,,,,,FALSE,,c3h3.jpg,,,,,,
G56405,G56405,2,Guest Speaker Mug,"Large cobalt blue guest speaker mug with full grip handle. 15 oz. 
",Drinkware,7.95,1,1.6,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Drinkware,Ceramic",Guest Speaker,Drinkware,Ceramic,,,Guest Speaker,,,,,,FALSE,,G56405.JPG,,,,,,
G56T30,G56T30,2,Travel Mug,"Stainless steel travel mug, insulated with a closable lid, 16 oz. - Packed 36 per case",Drinkware,7.95,1,1,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Drinkware,Travel",,Drinkware,Travel,,,,,,,,,FALSE,,g56t30.jpg,,,,,,
P77147,P77147,2,Oval Key Tag,Leatherette oval key tag.  Black,Gifts for Rotarians,7.95,1,0.03,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Gifts for Rotarians,Travel",,Gifts for Rotarians,Travel,,,,,,,,,FALSE,,P77147.jpg,,,,,,
P77247,P77247,2,Oval Key Tag,Leatherette oval key tag.   Brown Rawhide,Gifts for Rotarians,7.95,1,0.03,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Gifts for Rotarians,Travel",,Gifts for Rotarians,Travel,,,,,,,,,FALSE,,P77247.jpg,,,,,,
P78061,P78061,2,Multifunction Golf Tool,"Multifunction Golf Tool - Magnetic ball marker, Divot Fixer, Club Head Pen, Knife, Club Head Brush, and Spike Wrench",Golf ,7.95,1,0.25,,"1||7.95,6||7.55,12||7.15,25||6.75,50||6.35",N,,N,N,rotary_products,"Golf ,Accessories",,Golf ,Accessories,,,,,,,,,FALSE,,P78061.jpg,P78061big.jpg,,,,,
P78543,P78543,2,Metal LED Flashlight,"Metal flashlight with 9 LED, gift box and 3 AAA batteries included!",Gifts for Rotarians,7.5,1,0.4,,"1||7.5,6||7.15,12||6.75,25||6.4,50||6",N,,N,N,rotary_products,"Gifts for Rotarians,Everyday Use",,Gifts for Rotarians,Everyday Use,,,,,,,,,FALSE,,P78543 with MB.jpg,,,,,,
D45539PC,D45539PC,2,Marbled Blue Pen - Custom Imprint,"Blue marbled, wide barrel pen with ""Service Above Self"" and club name in suede pouch - Minimum order of 50 pens  * Please allow 2 weeks for production *
All wording is custom. Please provide the exact text you would like imprinted. 

",Pens & Pencils,7,50,0.2,,"50||7,100||6.7,150||6.45",Y,1,N,N,rotary_products,"Pens & Pencils,With Club Name","Add Your Club Name,Pens",Pens & Pencils,With Club Name,,,Add Your Club Name,Pens,,,,,TRUE,,d45539pc.jpg,,Hub Pen Company,1525 Washington Street,Braintree,MA,2184
P78823,P78823,2,Car Coasters ,"Car Coasters -  Absorbent stone car coaster fits most standard auto cup holders, 2 5/8"" diameter - 2 Pack",Car Accessories,6.95,1,1.4,,"1||6.95,6||6.6,12||6.25,25||5.9,50||5.55",N,,N,N,rotary_products,Car Accessories,"Gifts for Rotarians,Travel",Car Accessories,,,,Gifts for Rotarians,Travel,,TRUE,,,FALSE,,P78823.jpg,,,,,,
D45573,D45573,2,Easy Grip Pen,"Well Balanced easy-grip pen makes writing a joy. Blue metal body with ""Service Above Self"" imprint and gold accents with push action. Includes Gift Box
",Pens & Pencils,6.6,1,0.25,,"1||6.6,12||6.25,25||5.95",N,,N,N,rotary_products,"Pens & Pencils,Over $5.00",,Pens & Pencils,Over $5.00,,,,,,,,,FALSE,,d45573.jpg,,,,,,
G56409PC,G56409PC,2,Large Coffee Mug - With Club Name,"Large cobalt blue guest speaker mug with full grip handle. 15 oz.   Minimum order 36 mugs.
* Please allow 2 weeks for production *  NOTE: Shipping cost is an estimate only.   Packed 36 per case
All wording is custom. Please provide the exact text you would like imprinted. ",Drinkware,6.5,36,3,,"36||6.5,72||5.95,144||4.95",Y,1,N,N,rotary_products,"Drinkware,Ceramic","Add Your Club Name,Drinkware",Drinkware,Ceramic,,,Add Your Club Name,Drinkware,,,,,TRUE,,g56409.jpg,g56409L.jpg,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
R125,R125,2,Paul Harris Fellow Badge Labels,"""Paul Harris Fellow"" badge labels - Sheet of 48  ",Paul Harris Fellow ,6.5,1,0.001,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,Paul Harris Fellow ,"Give Aways,",Paul Harris Fellow ,,,,Give Aways,,,,,,FALSE,,R125.JPG,,,,,,
R215,R215,2,Badge Labels,"""New member sponsor"" badge labels - Sheet of 48",Badges & Accessories,6.5,1,0.1,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,"Badges & Accessories,Badge Stickers","Club Meeting Supplies,New Member Supplies",Badges & Accessories,Badge Stickers,,,Club Meeting Supplies,New Member Supplies,,,,,FALSE,,R215.jpg,,,,,,
R347,R347,2,Badge Labels,"""Perfect Attendance"" badge labels - Sheet of 48",Badges & Accessories,6.5,1,0.001,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,"Badges & Accessories,Badge Stickers","Perfect Attendance,",Badges & Accessories,Badge Stickers,,,Perfect Attendance,,,,,,FALSE,,R347.JPG,,,,,,
R458,R458,2,Badge Labels,"Officer badge labels - Includes: president, vice president, secretary, treasurer, sergeant at arms, and director - Sheet of 48. ",Badges & Accessories,6.5,1,0.001,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,"Badges & Accessories,Badge Stickers",,Badges & Accessories,Badge Stickers,,,,,,,,,FALSE,,R458.JPG,,,,,,
R569,R569,2,Badge Labels,"Years of Membership badge labels - Each sheet has a variety - Sheet of 48
Includes: (3) 2 Year member, (3) 3 Year member, (2) 4 Year Member, (2) 5 Year Member, (1 each) 6 Year Member thru 39 Year Member, (1 each) 40 Plus Years, 45 Plus Years, 50 Plus Years & 60 Plus Years",Badges & Accessories,6.5,1,0.008,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,"Badges & Accessories,Badge Stickers",,Badges & Accessories,Badge Stickers,,,,,,,,,FALSE,,R569.JPG,,,,,,
R895,R895,2,Badge Labels,"""New Member"" badge labels - Sheet of 48 ",Badges & Accessories,6.5,1,0.001,,"1||6.5,3||5,6||4.5",N,,N,N,rotary_products,"Badges & Accessories,Badge Stickers",,Badges & Accessories,Badge Stickers,,,,,,,,,FALSE,,R895.JPG,,,,,,
G56371PC,G56371PC,2,Bud Vase - With Club Name,"Glass bud vase with deluxe satin etch Rotary emblem with ""Service Above Self"" - 7 1/2""  Custom imprint on reverse - Packed 12 per case 
Minimum order of 48 bud vases. * Please allow 2 weeks for production *",Add Your Club Name,6.25,36,0.7,,"36||6.25,72||5.7,144||5.25",Y,1,N,N,rotary_products,"Add Your Club Name,Other Ideas","Add Your Club Name,Drinkware",Add Your Club Name,Other Ideas,,,Add Your Club Name,Drinkware,,,,,TRUE,,g56371.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56G41PC,G56G41PC,2,Glass Mug - With Club Name,"Your custom imprint and satin etched logo sets this heavy glass mug apart from all others - 13 oz mug    Minimum order of 48 mugs.  
* Please allow 2 weeks for production *  Packed 24 per case.    NOTE:  Shipping cost is an estimate only - Packed 24 per case
All wording is custom. Please provide the exact text you would like imprinted. ",Drinkware,6.25,48,3,,"48||6.25,72||5.95,144||5.7",Y,1,N,N,rotary_products,"Drinkware,Glass","Add Your Club Name,Drinkware",Drinkware,Glass,,,Add Your Club Name,Drinkware,,,,,TRUE,,G56G41PC.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56G42PC,G56G42PC,2,Pint Glass - With Club Name,"A classic pint glass with a beautiful satin etched logo and custom imprint. 16 oz glass  Minimum order 48 glasses. 
* Please allow 2 weeks for production *   NOTE: Shipping cost is an estimate only. Packed 24 per case",Drinkware,6.25,48,3,,"48||6.25,72||5.95,144||5.7",Y,1,N,N,rotary_products,"Drinkware,Glass","Add Your Club Name,Drinkware",Drinkware,Glass,,,Add Your Club Name,Drinkware,,,,,TRUE,,G56G42PC.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56G43PC,G56G43PC,2,Double Rocks Glass ,"Double Rocks glass with a frosted Rotary Emblem & Club Name  13.5 oz.   Minimum order 36 glasses 
* Please allow 2 weeks for production *  NOTE: Shipping cost is an estimate only. 
All wording is custom. Please provide the exact text you would like imprinted. 
",Drinkware,6.25,36,3,,"36||6.25,72||5.95,144||5.7",Y,1,N,N,rotary_products,"Drinkware,Glass","Add Your Club Name,Drinkware",Drinkware,Glass,,,Add Your Club Name,Drinkware,,,,,TRUE,,G56G43PC.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56G44,G56G44,2,End Polio Now Pint Glass ,"A classic pint glass with a beautiful frosted ""End Polio Now"" logo, 16 oz. - Packed 24 per case",Drinkware,6.25,1,1.2,,"1||6.25,6||5.95,12||5.65,25||5.3,50||5",N,,N,N,rotary_products,"Drinkware,Glass",,Drinkware,Glass,,,,,,,,,FALSE,,G56G44_End Polio.jpg,G56G44_Rotary MB.jpg,,,,,
P78060,P78060,2,Golf Towel,"Velour golf towel is extra soft and includes a brass hook and grommet. Royal Blue 12"" x 17""",Golf ,6.25,1,0.5,,"1||6.252,6||5.95,12||5.65,25||5.3,50||5",N,,N,N,rotary_products,"Golf ,Accessories","New & Exciting,",Golf ,Accessories,,,New & Exciting,,,,,,FALSE,,P78060_temp.jpg,,,,,,
P78543PC,P78543PC,2,Metal LED Flashlight -  Custom,"Add your club name for a great gift!  Metal flashlight with 9 LED, gift box and 3 AAA batteries included!  * Please allow 2 weeks for production *
Please provide the exact text you would like imprinted. ",Add Your Club Name,6.25,50,0.4,,"50||6.25,100||6",Y,2,N,N,rotary_products,"Add Your Club Name,Other Ideas","Conference & Event Supplies,Give Aways",Add Your Club Name,Other Ideas,,,Conference & Event Supplies,Give Aways,,,,,TRUE,,P78543PC.jpg,,AAkron,8 Indianola Avenue,Akron,NY,14001
G56427PC,G56427PC,2,Cobalt Blue Mug - With Club Name,"Long time favorite - Cobalt Blue Ceramic Mug with identical custom imprint on both sides 11 oz.   Minimum order 36 mugs.
* Please allow 2 weeks for production *  NOTE: Shipping cost is an estimate only.  Packed 36 per case
All wording is custom. Please provide the exact text you would like imprinted. ",Drinkware,6,36,1.5,,"36||6,72||4.75,144||3.95",Y,1,N,N,rotary_products,"Drinkware,Ceramic","Add Your Club Name,Drinkware",Drinkware,Ceramic,,,Add Your Club Name,Drinkware,,,,,TRUE,,g56427pc.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56M12PC,G56M12PC,2,Four-Way Test Mug - With Club Name,White ceramic coffee mug with your club name on on side and the 4-Way Test on the other - 11 oz  - Packed 36 per case,Drinkware,6,36,3,,"36||6,72||5,144||4",Y,1,N,N,rotary_products,"Drinkware,Ceramic","Add Your Club Name,Drinkware",Drinkware,Ceramic,,,Add Your Club Name,Drinkware,,,,,TRUE,,G56M12PC.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
G56M13PC,G56M13PC,2,Four-Way Test Mug - With Club Name,"Best selling classic mug with your club name and the 4 Way Test on a cobalt blue coffee mug, 11 oz. - Packed 36 per case",Drinkware,6,36,1.2,,"36||6,72||4.75,144||3.95",Y,1,N,N,rotary_products,"Drinkware,Ceramic","Add Your Club Name,Drinkware",Drinkware,Ceramic,,,Add Your Club Name,Drinkware,,,,,TRUE,,g56m13.jpg,,Universal Printing Inc,1200 Woodside Avenue,Bay City,MI,48708
C34258,C34258,2,"2"" Gold Foil Embossing Seals - Roll of 100",Roll of 100 gold embossing seals. For use with embossing stamp #C34191PC. ,Club Meeting Supplies,5.95,1,0.2,,"1||5.95,6||5.65,12||5.35",N,,N,N,rotary_products,"Club Meeting Supplies,Administrative",,Club Meeting Supplies,Administrative,,,,,,,,,FALSE,,c34258.jpg,,,,,,
D45567,D45567,2,Exectuive Pen w/ Stylus,Wide body metal pen with micro fiber stylus. Includes Gift Box. ,Pens & Pencils,5.95,1,0.25,,"1||5.95,12||5.65,25||5.35",N,,N,N,rotary_products,"Pens & Pencils,Over $5.00",,Pens & Pencils,Over $5.00,,,,,,,,,FALSE,,D45567.jpg,,,,,,
D45567PC,D45567PC,2,Exectuive Pen w/ Stylus,"Wide body metal pen with micro fiber stylus with your Club Name.  Minimum Order 100 Pens.  Includes Gift Box. * Please allow 2 weeks for production *
All wording is custom. Please provide the exact text you would like imprinted. ",Pens & Pencils,5.95,100,0.25,,"100||5.95,250||5.65",Y,1,N,N,rotary_products,"Pens & Pencils,Over $5.00","Add Your Club Name,Pens",Pens & Pencils,Over $5.00,,,Add Your Club Name,Pens,,,,,TRUE,,D45567.jpg,,Hub Pen Company,1525 Washington Street,Braintree,MA,2184
D45573PC,D45573PC,2,Easy Grip Pen - Custom Imprint,"Well Balanced easy-grip pen makes writing a joy -Add your club name and specify with or without ""GUEST SPEAKER"" - Includes Gift Box -  Minimum order 100 pens   * Please allow 2 weeks for production *
All wording is custom. Please provide the exact text you would like imprinted. 
",Pens & Pencils,5.95,100,0.25,,"100||5.95,150||5.35",Y,1,N,N,rotary_products,"Pens & Pencils,With Club Name","Add Your Club Name,Pens",Pens & Pencils,With Club Name,,,Add Your Club Name,Pens,,,,,TRUE,,d45573pc.jpg,,Hub Pen Company,1525 Washington Street,Braintree,MA,2184
G56371,G56371,2,Bud Vase,"Glass bud vase with deluxe satin etch Rotary emblem with ""Service Above Self"".  7 1/2""  Packed 12 per case",Conference & Event Supplies,5.95,1,0.75,,"1||5.95,6||5.65,12||5.35,25||5.05,50||4.75",N,,N,N,rotary_products,"Conference & Event Supplies,Party Supplies",,Conference & Event Supplies,Party Supplies,,,,,,,,,FALSE,,G56371.JPG,,,,,,
G56409,G56409,2,Large Coffee Mug ,"Large cobalt blue mug with full grip handle. 15 oz.   Packed 36 per case
",Drinkware,5.95,1,1.6,,"1||5.95,6||5.65,12||5.35,25||5.05,50||4.75",N,,N,N,rotary_products,"Drinkware,Ceramic",,Drinkware,Ceramic,,,,,,,,,FALSE,,g56409.jpg,g56409L.jpg,,,,,
G56G41,G56G41,2,Glass Mug ,Elegant frosted Rotary emblem sets this heavy glass mug apart from all others  13 oz. mug - Packed 24 per case,Drinkware,5.95,1,3,,"1||5.95,6||5.65,12||5.35,25||5.05,50||4.75",N,,N,N,rotary_products,"Drinkware,Glass",,Drinkware,Glass,,,,,,,,,FALSE,,g56g41.jpg,,,,,,
JN11M,JN11M,2,Club President Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn11.jpg,,,,,,
JN12M,JN12M,2,Club President Elect Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,j12.jpg,,,,,,
JN13M,JN13M,2,Club Vice President Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn13.jpg,,,,,,
JN14M,JN14M,2,Club Secretary Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn14.jpg,,,,,,
JN15M,JN15M,2,Club Treasurer Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,JN15.jpg,,,,,,
JN16M,JN16M,2,Club Director Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,JN16.jpg,,,,,,
JN17M,JN17M,2,Club Sergeant-At-Arms Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn17.jpg,,,,,,
JN180M,JN180M,2,Club Past President Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,JN180.jpg,,,,,,
JN281M,JN281M,2,Perfect Attendance Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Perfect Attendance Pins & Tabs",,Lapel Pins,Perfect Attendance Pins & Tabs,,,,,,,,JN,FALSE,,JN281.jpg,,,,,,
JN292M,JN292M,2,Honorary Member Lapel Pin w/ Magnet,"Classic style club officer pin  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Member Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Member Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn292.jpg,,,,,,
JN31M,JN31M,2,International Service Lapel Pin w/ Magnet,"Classic style Avenues of Service - International Service pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,JN31.jpg,,,,,,
JN32M,JN32M,2,Vocational Service Lapel Pin w/ Magnet,"Classic style Avenues of Service - Vocational Service pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn32.jpg,,,,,,
JN33M,JN33M,2,Community Service Lapel Pin w/ Magnet,"Classic style Avenues of Service - Community Service pin,  5/8""  w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,JN33.jpg,,,,,,
JN34M,JN34M,2,Club Service Lapel Pin w/ Magnet,"Classic style Avenues of Service - Club Service pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn34.jpg,,,,,,
JN41M,JN41M,2,Club Administration Lapel Pin w/ Magnet,"Classic style Club Administration pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn41.jpg,,,,,,
JN42M,JN42M,2,Public Relations Lapel Pin w/ Magnet,"Classic style Public Relations committee pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn42.jpg,,,,,,
JN43M,JN43M,2,Club Membership Lapel Pin w/ Magnet,"Classic style Club Membership committee pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn43.jpg,,,,,,
JN44M,JN44M,2,Service Projects Lapel Pin w/ Magnet,"Classic style Service Projects committee pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn44.jpg,,,,,,
JN45M,JN45M,2,Rotary Foundation Lapel Pin w/ Magnet,"Classic style Rotary Foundation pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn45.jpg,,,,,,
JN46M,JN46M,2,Fund Development Lapel Pin w/ Magnet,"Classic style Fund Development committee pin,  5/8"" w/ magnetic backing. Mix-n-Match pricing applies",Lapel Pins,5.95,1,0.08,,"JN||1||5.95,6||5.35,12||4.75",N,,N,N,rotary_products,"Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back",,Lapel Pins,Officer & Title Pins,Legacy Pins,Magnetic Back,,,,,,JN,FALSE,,jn46.jpg,,,,,,
